Date,Time,Weight,Min,Max,Length,Min,Max,Counter,Printed Text,Status
2025-07-15,22:42:00,1000 lbs,999.0,1100.0,90.01 ft,900.0,1000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   90.01 FT 1000.00 LBS HN  241B11000-1  WO 04-0475,UNDERLENGTH
2025-07-15,22:42:11,1000 lbs,9999,110000,90.01 ft,900.0,1000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   90.01 FT 1000.00 LBS HN  241B11000-1  WO 04-0475,UNDERWEIGHT
2025-07-15,22:48:33,1000 lbs,9999.0,110000.0,90.01 ft,900.0,1000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   90.01 FT 1000.00 LBS HN  241B11000-1  WO 04-0475,UNDERWEIGHT
2025-07-15,22:48:43,1000 lbs,999,110000.0,90.01 ft,90,1000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   90.01 FT 1000.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-15,22:48:44,1000 lbs,999,110000.0,90.01 ft,90,1000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   90.01 FT 1000.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-15,22:48:44,1000 lbs,999,110000.0,90.01 ft,90,1000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   90.01 FT 1000.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-15,22:50:17,1000 lbs,999.0,110000.0,90.01 ft,90.0,1000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   90.01 FT 1000.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-15,22:50:17,1000 lbs,999.0,110000.0,90.01 ft,90.0,1000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   90.01 FT 1000.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-15,22:50:25,1000 lbs,9999,110000.0,90.01 ft,90.0,1000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   90.01 FT 1000.00 LBS HN  241B11000-1  WO 04-0475,UNDERWEIGHT
2025-07-15,22:51:18,1000 lbs,9999.0,110000.0,90.01 ft,90.0,1000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   90.01 FT 1000.00 LBS HN  241B11000-1  WO 04-0475,UNDERWEIGHT
2025-07-15,22:58:47,1000 lbs,9999.0,110000.0,90.01 ft,90.0,1000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   90.01 FT 1000.00 LBS HN  241B11000-1  WO 04-0475,UNDERWEIGHT
