Date,Time,Weight,Min,Max,Length,Min,Max,Counter,Printed Text,Status
2025-07-16,12:21:32,0.0 lbs,0.0,2000.0,12176.89 ft,0.0,100000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   12176.89 FT 0.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,13:43:10,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,13:43:13,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,1,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,13:43:14,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,2,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,13:43:22,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,3,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 3,OK
2025-07-16,13:43:23,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,4,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 4,OK
2025-07-16,13:43:24,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,5,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 5,OK
2025-07-16,13:43:25,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,6,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 6,OK
2025-07-16,13:43:26,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,7,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 7,OK
2025-07-16,13:43:26,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,8,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 8,OK
2025-07-16,13:43:33,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,9,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 9,OK
2025-07-16,13:43:33,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,10,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 10,OK
2025-07-16,13:43:34,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,11,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 11,OK
2025-07-16,13:43:34,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,12,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 12,OK
2025-07-16,13:43:55,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,100,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 100,OK
2025-07-16,13:43:55,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,101,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 101,OK
2025-07-16,13:43:55,0.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,102,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   0.00 FT 0.00 LBS HN  241B11000-1  WO 04-0475 102,OK
2025-07-16,13:46:47,-1.0 lbs,0.0,2000.0,12262.5 ft,0.0,100000.0,0,1ST API 5CT-2221 LOGO 05-25 PE 7 26-00 K S P 4600 PSI D   12262.50 FT -1.00 LBS HN  241B11000-1  WO 04-0475,UNDERWEIGHT
2025-07-16,14:18:31,762.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,0,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 762.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:18:40,762.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,1,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 762.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:19:04,762.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,2,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 762.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:19:32,762.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,0,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 762.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:19:54,762.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,1,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 762.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:20:58,762.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,0,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 762.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:22:16,762.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,0,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 762.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:23:54,762.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,1,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 762.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:27:16,762.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,2,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 762.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:38:08,4.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,3,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 4.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:41:05,378.0 lbs,0.0,2000.0,11779.5 ft,0.0,100000.0,0,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   11779.50 FT 378.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:41:58,743.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,1,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 743.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:42:01,743.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,2,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 743.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:44:04,742.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,0,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT 742.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:47:09,742.0 lbs,0.0,2000.0,11779.5 ft,0.0,100000.0,1,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   11779.50 FT 742.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,14:58:12,742.0 lbs,0.0,2000.0,11779.5 ft,0.0,100000.0,2,1ST API SPEC 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   11779.50 FT 742.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,15:49:39,742.0 lbs,0.0,2000.0,11779.5 ft,0.0,100000.0,1,1ST API SPEC 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   11779.50 FT 742.00 LBS HN  241B11000-1  WO 04-0475 1,OK
2025-07-16,16:18:45,754.0 lbs,0.0,2000.0,12176.77 ft,0.0,100000.0,0,1ST API Spec 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   12176.77 FT 754.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,16:21:48,-4.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,0,1ST API SPEC 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT -4.00 LBS HN  241B11000-1  WO 04-0475,UNDERWEIGHT
2025-07-16,16:21:55,-4.0 lbs,0.0,2000.0,0.0 ft,0.0,100000.0,0,1ST API SPEC 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT -4.00 LBS HN  241B11000-1  WO 04-0475,UNDERWEIGHT
2025-07-16,16:22:14,-4.0 lbs,-10,2000.0,0.0 ft,0.0,100000.0,0,1ST API SPEC 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   0.00 FT -4.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,16:26:56,745.0 lbs,-10.0,2000.0,11779.38 ft,0.0,100000.0,0,1ST API SPEC 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   11779.38 FT 745.00 LBS HN  241B11000-1  WO 04-0475,OK
2025-07-16,16:32:52,746.0 lbs,-10.0,2000.0,12305.04 ft,0.0,100000.0,1,1ST API SPEC 5CT-2221     05-25 PE 7 26.00 K S P 4600 PSI D   12305.04 FT 746.00 LBS HN  241B11000-1  WO 04-0475,OK
